    PID    PPID STAT     ELAPSED COMMAND         COMMAND
 143940       2 I       12:39:12 kworker/2:2-mm_ [kworker/2:2-mm_percpu_wq]
 144065       2 I       12:38:03 kworker/17:2    [kworker/17:2]
 144181       2 I       12:36:21 kworker/9:2-eve [kworker/9:2-events]
 144642       2 I       12:35:05 kworker/20:0-ev [kworker/20:0-events]
 145135       2 I       12:33:12 kworker/5:2-eve [kworker/5:2-events]
 145268       2 I       12:32:58 kworker/15:0    [kworker/15:0]
 147852       2 I       12:21:05 kworker/23:1-mm [kworker/23:1-mm_percpu_wq]
 147853       2 I       12:21:05 kworker/0:0-eve [kworker/0:0-events]
 147854       2 I       12:21:04 kworker/16:1-mm [kworker/16:1-mm_percpu_wq]
 148426       2 I       12:19:31 kworker/19:0-ev [kworker/19:0-events]
 148430       2 I       12:19:07 kworker/2:0-eve [kworker/2:0-events]
 148431       2 I       12:19:07 kworker/21:2    [kworker/21:2]
 148678       2 I       12:16:42 kworker/6:2-mm_ [kworker/6:2-mm_percpu_wq]
 148679       2 I       12:16:41 kworker/22:1-mm [kworker/22:1-mm_percpu_wq]
 148683       2 I       12:16:41 kworker/8:2-mm_ [kworker/8:2-mm_percpu_wq]
 148684       2 I       12:16:40 kworker/19:1-mm [kworker/19:1-mm_percpu_wq]
 149104       2 I       12:15:03 kworker/16:0-rc [kworker/16:0-rcu_gp]
 149243       2 I       08:17:35 kworker/25:1-mm [kworker/25:1-mm_percpu_wq]
 149249       2 I       08:00:42 kworker/6:0-eve [kworker/6:0-events]
 149502       2 I       02:49:28 kworker/18:1    [kworker/18:1]
 149503       2 I       02:49:28 kworker/3:2-mm_ [kworker/3:2-mm_percpu_wq]
 149520       2 I       02:06:05 kworker/u128:2- [kworker/u128:2-sdma0]
 149693       2 I       02:01:56 kworker/11:0    [kworker/11:0]
 149696       2 I       01:57:52 kworker/u128:1- [kworker/u128:1-btrfs-discard]
 149702       2 I       01:47:29 kworker/4:0-mm_ [kworker/4:0-mm_percpu_wq]
 149709       2 I       01:43:59 kworker/24:1    [kworker/24:1]
 149715     959 Ss      01:28:43 sshd-session    sshd-session: wd [priv]
 149728  149715 S       01:28:43 sshd-session    sshd-session: wd@pts/0
 149729  149728 Ss      01:28:43 bash            -bash
 150287       2 I       01:28:30 kworker/30:0-mm [kworker/30:0-mm_percpu_wq]
 152413     959 Ss      01:24:32 sshd-session    sshd-session: wd [priv]
 152426  152413 S       01:24:32 sshd-session    sshd-session: wd@pts/1
 152427  152426 Ss+     01:24:32 bash            -bash
 153133       2 I       01:23:47 kworker/31:2-ev [kworker/31:2-events]
 153244       2 I       01:20:27 kworker/1:1     [kworker/1:1]
 153250       2 I<      01:20:22 kworker/u132:6- [kworker/u132:6-ttm]
 153257       2 I<      01:20:22 kworker/u132:14 [kworker/u132:14-ttm]
 153261       2 I<      01:20:22 kworker/u133:2- [kworker/u133:2-ttm]
 153269       2 I       01:20:21 kworker/23:2-ev [kworker/23:2-events]
 153312       2 I       01:18:38 kworker/7:0-rcu [kworker/7:0-rcu_gp]
 153313       2 I       01:18:33 kworker/22:0    [kworker/22:0]
 153314       2 I       01:18:33 kworker/0:1-eve [kworker/0:1-events]
 157862       2 I          54:16 kworker/u130:18 [kworker/u130:18-btrfs-endio-write]
 157990       2 I          49:15 kworker/u130:1- [kworker/u130:1-btrfs-endio]
 158322       2 I          33:01 kworker/u129:4- [kworker/u129:4-btrfs-endio]
 158356       2 I          33:00 kworker/u130:0- [kworker/u130:0-btrfs-endio]
 158359       2 I          33:00 kworker/u130:3- [kworker/u130:3-btrfs-endio]
 158493       2 I          32:17 kworker/u129:6- [kworker/u129:6-btrfs-endio-write]
 158644       2 I          31:57 kworker/u129:8- [kworker/u129:8-btrfs-endio]
 158719       2 I          31:32 kworker/u129:9- [kworker/u129:9-btrfs-endio-write]
 158773       2 I          31:30 kworker/u129:10 [kworker/u129:10-btrfs-endio]
 158901       2 I          31:20 kworker/u130:6- [kworker/u130:6-btrfs-endio]
 158913       2 I          31:04 kworker/9:1-eve [kworker/9:1-events]
 158980  149729 Sl+        27:37 pi              pi
 159788       2 I          25:41 kworker/u129:0- [kworker/u129:0-btrfs-endio]
 159789       2 I          25:40 kworker/u129:2- [kworker/u129:2-btrfs-endio]
 159790       2 I          25:40 kworker/u129:7- [kworker/u129:7-btrfs-endio-write]
 159791       2 I          25:40 kworker/u129:11 [kworker/u129:11-btrfs-endio-write]
 160923       2 I          22:57 kworker/u130:5- [kworker/u130:5-btrfs-endio-write]
 163725       2 I          14:51 kworker/u130:2- [kworker/u130:2-btrfs-endio-write]
 163726       2 I          14:51 kworker/u130:4- [kworker/u130:4-btrfs-endio-write]
 166013       2 I          10:59 kworker/u129:3- [kworker/u129:3-btrfs-delalloc]
 166912       2 I          10:11 kworker/u130:7- [kworker/u130:7-btrfs-endio-write]
 166913       2 I          10:11 kworker/u130:8- [kworker/u130:8-btrfs-endio-write]
 167035       2 I          10:11 kworker/u130:9- [kworker/u130:9-btrfs-endio-write]
 171093       2 I          09:37 kworker/u129:5- [kworker/u129:5-btrfs-endio]
 171094       2 I          09:37 kworker/u129:12 [kworker/u129:12-btrfs-endio]
 172680       2 I          09:15 kworker/u129:13 [kworker/u129:13-btrfs-endio]
 172683       2 I          09:09 kworker/u129:15 [kworker/u129:15-btrfs-endio-meta]
 173095       2 I          09:01 kworker/u129:16 [kworker/u129:16-btrfs-endio]
 173096       2 I          09:01 kworker/u129:17 [kworker/u129:17-btrfs-endio]
 173097       2 I          09:01 kworker/u129:18 [kworker/u129:18-btrfs-endio-write]
 175714       2 I          08:05 kworker/u130:10 [kworker/u130:10-btrfs-endio-write]
 175715       2 I          08:05 kworker/u130:11 [kworker/u130:11-btrfs-endio-write]
 175716       2 I          08:05 kworker/u130:12 [kworker/u130:12-btrfs-endio]
 177740       2 I          04:57 kworker/u130:13 [kworker/u130:13-btrfs-endio-write]
 177741       2 I          04:57 kworker/u130:14 [kworker/u130:14-btrfs-endio-write]
 177742       2 I          04:57 kworker/u130:15 [kworker/u130:15-btrfs-endio]
 177743       2 I          04:57 kworker/u130:16 [kworker/u130:16-btrfs-endio-write]
 177802       2 I          04:55 kworker/9:0-rcu [kworker/9:0-rcu_gp]
 177847       2 I          04:53 kworker/1:0-mm_ [kworker/1:0-mm_percpu_wq]
 177858       2 I          04:52 kworker/u130:17 [kworker/u130:17-btrfs-endio]
 177859       2 I          04:52 kworker/u130:19 [kworker/u130:19-btrfs-endio-write]
 178207       2 I          04:42 kworker/0:2-rcu [kworker/0:2-rcu_gp]
 179086       2 I          04:01 kworker/u129:1- [kworker/u129:1-btrfs-endio]
 197879       2 I          03:19 kworker/u129:14 [kworker/u129:14-btrfs-delalloc]
 197886       2 I          03:19 kworker/2:1-eve [kworker/2:1-events]
 197889       2 I          03:19 kworker/u129:19 [kworker/u129:19-btrfs-delalloc]
 197890       2 I          03:19 kworker/u129:20 [kworker/u129:20-btrfs-endio]
 197891       2 I          03:19 kworker/u129:21 [kworker/u129:21-btrfs-endio-meta]
 197892       2 I          03:19 kworker/u129:22 [kworker/u129:22-btrfs-endio]
 198748       2 I          02:52 kworker/u128:0- [kworker/u128:0-kec]
 198752       2 I<         02:52 kworker/u132:0- [kworker/u132:0-ttm]
 198753       2 I<         02:52 kworker/u132:1- [kworker/u132:1-ttm]
 198754       2 I<         02:52 kworker/u132:2- [kworker/u132:2-ttm]
 198776       2 I          02:52 kworker/8:1-eve [kworker/8:1-events]
 198780       2 I<         02:51 kworker/u132:3- [kworker/u132:3-ttm]
 198782       2 I          02:51 kworker/3:1-eve [kworker/3:1-events]
 198802       2 I<         02:51 kworker/u132:4- [kworker/u132:4-ttm]
 198803       2 I<         02:51 kworker/u132:5- [kworker/u132:5-ttm]
 198804       2 I<         02:51 kworker/u132:7- [kworker/u132:7-ttm]
 198809       2 I<         02:51 kworker/u132:8- [kworker/u132:8-ttm]
 198810       2 I<         02:51 kworker/u132:9- [kworker/u132:9-ttm]
 198811       2 I<         02:51 kworker/u132:10 [kworker/u132:10-ttm]
 198829       2 I          02:51 kworker/16:2-rc [kworker/16:2-rcu_gp]
 198882       2 I          02:50 kworker/25:2-rc [kworker/25:2-rcu_gp]
 198922       2 I          02:50 kworker/7:1-mm_ [kworker/7:1-mm_percpu_wq]
 198931       2 I          02:50 kworker/5:1-mm_ [kworker/5:1-mm_percpu_wq]
 198951       2 I<         02:48 kworker/u132:11 [kworker/u132:11-ttm]
 199021       2 I<         02:07 kworker/u132:12 [kworker/u132:12-ttm]
 199054       2 I<         01:56 kworker/u132:13 [kworker/u132:13-ttm]
 199055       2 I<         01:56 kworker/u132:15 [kworker/u132:15-ttm]
 199082       2 I<         01:34 kworker/u132:16 [kworker/u132:16-ttm]
 201637       2 I          00:26 kworker/28:1-mm [kworker/28:1-mm_percpu_wq]
 201670       2 I          00:25 kworker/10:0-ev [kworker/10:0-events]
 201719       2 I          00:25 kworker/11:1-mm [kworker/11:1-mm_percpu_wq]
 201846  158980 Ss         00:00 bash            /bin/bash -c cd /home/wd/rocm-systems heavy-run -- env HSA_DISABLE_XDNA=1 ROCPROFILER_PC_SAMPLING_BETA_ENABLED=1 ROCM_PATH=/home/wd/venv_torch/lib/python3.14/site-packages/_rocm_sdk_devel python3 test_pc_sampling.py 2>&1 | tail -12
 201847  201846 S          00:00 flock           flock -x -E 75 /run/user/1000/heavy-run/reservation.lock /home/wd/.local/bin/heavy-run __heavy_run_acquired__ 0 0  -- env HSA_DISABLE_XDNA=1 ROCPROFILER_PC_SAMPLING_BETA_ENABLED=1 ROCM_PATH=/home/wd/venv_torch/lib/python3.14/site-packages/_rocm_sdk_devel python3 test_pc_sampling.py
 201848  201846 S          00:00 tail            tail -12
 201854  201847 S          00:00 python3         python3 test_pc_sampling.py
 201874  201854 R          00:00 ps              ps -eo pid,ppid,stat,etime,comm,args
